school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,num_erw_benchmark,pct_erw_benchmark,num_math_benchmark,pct_math_benchmark,num_test_takers_benchmark,perc_participation,pct_test_takers_benchmark,year
San Leandro High,San Leandro Unified,Alameda,662.0,193.0,138.0,71.5,83.0,43.01,77.0,29.154078549848943,39.9,2018-19
East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,Los Angeles Unified,Los Angeles,94.0,41.0,11.0,26.83,2.0,4.88,2.0,43.61702127659575,4.88,2018-19
Alliance Susan and Eric Smidt Technology High,Los Angeles Unified,Los Angeles,137.0,135.0,39.0,28.89,21.0,15.56,18.0,98.54014598540147,13.33,2018-19
South Pasadena Senior High,South Pasadena Unified,Los Angeles,369.0,181.0,175.0,96.69,160.0,88.4,159.0,49.05149051490515,87.85,2018-19
La Quinta High,Desert Sands Unified,Riverside,618.0,252.0,193.0,76.59,107.0,42.46,102.0,40.77669902912621,40.48,2018-19
De Anza High,West Contra Costa Unified,Contra Costa,332.0,291.0,111.0,38.14,53.0,18.21,46.0,87.65060240963855,15.81,2018-19
Highland High,Antelope Valley Union High,Los Angeles,691.0,161.0,114.0,70.81,62.0,38.51,57.0,23.299565846599133,35.4,2018-19
Azusa High,Azusa Unified,Los Angeles,291.0,95.0,64.0,67.37,37.0,38.95,34.0,32.64604810996563,35.79,2018-19
Larchmont Charter,Los Angeles Unified,Los Angeles,112.0,67.0,58.0,86.57,39.0,58.21,37.0,59.82142857142857,55.22,2018-19
Needles High,Needles Unified,San Bernardino,63.0,17.0,10.0,58.82,5.0,29.41,4.0,26.984126984126984,23.53,2018-19
Hanford High,Hanford Joint Union High,Kings,335.0,79.0,52.0,65.82,30.0,37.97,26.0,23.582089552238806,32.91,2018-19
John H. Francis Polytechnic,Los Angeles Unified,Los Angeles,675.0,254.0,143.0,56.3,98.0,38.58,83.0,37.629629629629626,32.68,2018-19
King/Drew Medical Magnet High,Los Angeles Unified,Los Angeles,334.0,192.0,133.0,69.27,63.0,32.81,61.0,57.48502994011976,31.77,2018-19
Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,226.0,127.0,65.0,51.18,43.0,33.86,39.0,56.19469026548673,30.71,2018-19
Gabrielino High,San Gabriel Unified,Los Angeles,433.0,204.0,172.0,84.31,163.0,79.9,146.0,47.11316397228637,71.57,2018-19
Options for Youth-Acton,Acton-Agua Dulce Unified,Los Angeles,165.0,38.0,17.0,44.74,5.0,13.16,3.0,23.03030303030303,7.89,2018-19
Calistoga Junior-Senior High,Calistoga Joint Unified,Napa,45.0,16.0,8.0,50.0,3.0,18.75,3.0,35.55555555555556,18.75,2018-19
Foothill High,Pleasanton Unified,Alameda,498.0,179.0,173.0,96.65,153.0,85.47,151.0,35.9437751004016,84.36,2018-19
Augustus F. Hawkins High A Critical Design and Gaming,Los Angeles Unified,Los Angeles,121.0,50.0,14.0,28.0,6.0,12.0,4.0,41.32231404958678,8.0,2018-19
"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",Los Angeles Unified,Los Angeles,138.0,78.0,40.0,51.28,26.0,33.33,23.0,56.52173913043478,29.49,2018-19
Villa Park High,Orange Unified,Orange,584.0,489.0,313.0,64.01,218.0,44.58,207.0,83.73287671232876,42.33,2018-19
Rubidoux High,Jurupa Unified,Riverside,350.0,113.0,58.0,51.33,27.0,23.89,27.0,32.285714285714285,23.89,2018-19
Patriot High,Jurupa Unified,Riverside,539.0,201.0,132.0,65.67,80.0,39.8,76.0,37.291280148423006,37.81,2018-19
Hoover High,San Diego Unified,San Diego,489.0,201.0,98.0,48.76,61.0,30.35,53.0,41.104294478527606,26.37,2018-19
Madison High,San Diego Unified,San Diego,221.0,82.0,53.0,64.63,22.0,26.83,21.0,37.10407239819005,25.61,2018-19
University Preparatory High,Tulare County Office of Education,Tulare,50.0,26.0,22.0,84.62,16.0,61.54,16.0,52.0,61.54,2018-19
Oak Grove High,East Side Union High,Santa Clara,399.0,148.0,100.0,67.57,77.0,52.03,66.0,37.092731829573935,44.59,2018-19
Silver Creek High,East Side Union High,Santa Clara,592.0,268.0,221.0,82.46,192.0,71.64,181.0,45.27027027027027,67.54,2018-19
Arroyo Grande High,Lucia Mar Unified,San Luis Obispo,503.0,131.0,117.0,89.31,83.0,63.36,83.0,26.043737574552683,63.36,2018-19
Monta Vista High,Fremont Union High,Santa Clara,584.0,197.0,193.0,97.97,195.0,98.98,191.0,33.73287671232877,96.95,2018-19
Montgomery High,Santa Rosa High,Sonoma,354.0,98.0,80.0,81.63,61.0,62.24,60.0,27.683615819209038,61.22,2018-19
Santa Clara High,Santa Clara Unified,Santa Clara,430.0,171.0,139.0,81.29,105.0,61.4,101.0,39.76744186046511,59.06,2018-19
Whitmore Charter High,Ceres Unified,Stanislaus,37.0,20.0,18.0,90.0,10.0,50.0,10.0,54.054054054054056,50.0,2018-19
Half Moon Bay High,Cabrillo Unified,San Mateo,223.0,77.0,60.0,77.92,44.0,57.14,44.0,34.52914798206278,57.14,2018-19
James C. Enochs High,Modesto City High,Stanislaus,577.0,199.0,161.0,80.9,108.0,54.27,103.0,34.48873483535528,51.76,2018-19
Oak Park High,Oak Park Unified,Ventura,377.0,155.0,150.0,96.77,139.0,89.68,138.0,41.11405835543766,89.03,2018-19
Orestimba High,Newman-Crows Landing Unified,Stanislaus,216.0,66.0,44.0,66.67,23.0,34.85,21.0,30.555555555555557,31.82,2018-19
Linden High,Linden Unified,San Joaquin,151.0,33.0,26.0,78.79,14.0,42.42,14.0,21.85430463576159,42.42,2018-19
University Preparatory,Shasta Union High,Shasta,127.0,72.0,68.0,94.44,63.0,87.5,61.0,56.69291338582677,84.72,2018-19
Shasta High,Shasta Union High,Shasta,328.0,69.0,64.0,92.75,56.0,81.16,56.0,21.036585365853657,81.16,2018-19
Ygnacio Valley High,Mt. Diablo Unified,Contra Costa,271.0,85.0,52.0,61.18,30.0,35.29,28.0,31.365313653136536,32.94,2018-19
ICEF View Park Preparatory High,Los Angeles Unified,Los Angeles,120.0,73.0,27.0,36.99,7.0,9.59,6.0,60.83333333333333,8.22,2018-19
Monterey Trail High,Elk Grove Unified,Sacramento,583.0,245.0,175.0,71.43,111.0,45.31,99.0,42.02401372212693,40.41,2018-19
Helix High,Grossmont Union High,San Diego,578.0,238.0,187.0,78.57,158.0,66.39,148.0,41.17647058823529,62.18,2018-19
Santana High,Grossmont Union High,San Diego,420.0,112.0,87.0,77.68,76.0,67.86,67.0,26.666666666666668,59.82,2018-19
Da Vinci Charter Academy,Davis Joint Unified,Yolo,88.0,38.0,36.0,94.74,30.0,78.95,30.0,43.18181818181818,78.95,2018-19
Dougherty Valley High,San Ramon Valley Unified,Contra Costa,766.0,270.0,262.0,97.04,248.0,91.85,244.0,35.24804177545692,90.37,2018-19
Panorama High,Los Angeles Unified,Los Angeles,269.0,142.0,44.0,30.99,17.0,11.97,10.0,52.78810408921933,7.04,2018-19
Terra Linda High,San Rafael City High,Marin,300.0,126.0,102.0,80.95,71.0,56.35,71.0,42.0,56.35,2018-19
Sacramento Charter High,Sacramento City Unified,Sacramento,151.0,85.0,32.0,37.65,16.0,18.82,13.0,56.29139072847682,15.29,2018-19
Crawford High,San Diego Unified,San Diego,218.0,168.0,41.0,24.4,23.0,13.69,20.0,77.06422018348624,11.9,2018-19
Turlock High,Turlock Unified,Stanislaus,543.0,171.0,129.0,75.44,87.0,50.88,81.0,31.491712707182316,47.37,2018-19
Artesia High,ABC Unified,Los Angeles,344.0,95.0,61.0,64.21,38.0,40.0,33.0,27.61627906976744,34.74,2018-19
CATCH Prep Charter High Inc.,Los Angeles Unified,Los Angeles,37.0,33.0,13.0,39.39,3.0,9.09,2.0,89.1891891891892,6.06,2018-19
Madera High,Madera Unified,Madera,467.0,71.0,48.0,67.61,26.0,36.62,25.0,15.203426124197003,35.21,2018-19
Oxford Academy,Anaheim Union High,Orange,200.0,113.0,113.0,100.0,106.0,93.81,106.0,56.49999999999999,93.81,2018-19
Katella High,Anaheim Union High,Orange,651.0,199.0,108.0,54.27,43.0,21.61,42.0,30.568356374807987,21.11,2018-19
Loara High,Anaheim Union High,Orange,482.0,129.0,83.0,64.34,50.0,38.76,47.0,26.763485477178424,36.43,2018-19
Savanna High,Anaheim Union High,Orange,482.0,114.0,76.0,66.67,53.0,46.49,50.0,23.651452282157674,43.86,2018-19
Brea-Olinda High,Brea-Olinda Unified,Orange,476.0,203.0,186.0,91.63,153.0,75.37,147.0,42.64705882352941,72.41,2018-19
Del Oro High,Placer Union High,Placer,410.0,165.0,142.0,86.06,119.0,72.12,115.0,40.243902439024396,69.7,2018-19
Hercules High,West Contra Costa Unified,Contra Costa,219.0,208.0,125.0,60.1,79.0,37.98,76.0,94.97716894977168,36.54,2018-19
Richmond High,West Contra Costa Unified,Contra Costa,386.0,322.0,97.0,30.12,48.0,14.91,40.0,83.41968911917098,12.42,2018-19
Eastside High,Antelope Valley Union High,Los Angeles,562.0,185.0,104.0,56.22,18.0,9.73,18.0,32.91814946619217,9.73,2018-19
SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,86.0,66.0,58.0,87.88,44.0,66.67,42.0,76.74418604651163,63.64,2018-19
Gladstone High,Azusa Unified,Los Angeles,266.0,91.0,65.0,71.43,38.0,41.76,38.0,34.21052631578947,41.76,2018-19
Maywood Academy High,Los Angeles Unified,Los Angeles,249.0,109.0,41.0,37.61,10.0,9.17,9.0,43.77510040160642,8.26,2018-19
Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,451.0,179.0,167.0,93.3,143.0,79.89,140.0,39.689578713968956,78.21,2018-19
Buena Vista High,Paramount Unified,Los Angeles,142.0,68.0,2.0,2.94,0.0,0.0,0.0,47.88732394366197,0.0,2018-19
East Bay Arts High,San Lorenzo Unified,Alameda,42.0,16.0,9.0,56.25,4.0,25.0,4.0,38.095238095238095,25.0,2018-19
Augustus F. Hawkins High B Community Health Advocates,Los Angeles Unified,Los Angeles,93.0,40.0,8.0,20.0,0.0,0.0,0.0,43.01075268817204,0.0,2018-19
Dos Palos High,Dos Palos Oro Loma Joint Unified,Merced,159.0,43.0,22.0,51.16,9.0,20.93,7.0,27.044025157232703,16.28,2018-19
Delhi High,Delhi Unified,Merced,167.0,82.0,50.0,60.98,14.0,17.07,14.0,49.101796407185624,17.07,2018-19
Richland Continuation High,Orange Unified,Orange,134.0,77.0,5.0,6.49,0.0,0.0,0.0,57.46268656716418,0.0,2018-19
Calaveras High,Calaveras Unified,Calaveras,189.0,37.0,34.0,91.89,26.0,70.27,26.0,19.576719576719576,70.27,2018-19
Reedley High,Kings Canyon Joint Unified,Fresno,348.0,100.0,67.0,67.0,37.0,37.0,35.0,28.735632183908045,35.0,2018-19
Gonzales High,Gonzales Unified,Monterey,182.0,54.0,31.0,57.41,9.0,16.67,8.0,29.67032967032967,14.81,2018-19
Olympian High,Sweetwater Union High,San Diego,631.0,319.0,284.0,89.03,227.0,71.16,221.0,50.55467511885895,69.28,2018-19
San Ysidro High,Sweetwater Union High,San Diego,702.0,195.0,128.0,65.64,88.0,45.13,76.0,27.77777777777778,38.97,2018-19
Aspire Ollin University Preparatory Academy,Los Angeles County Office of Education,Los Angeles,118.0,61.0,29.0,47.54,13.0,21.31,10.0,51.69491525423729,16.39,2018-19
High Tech LA,Los Angeles Unified,Los Angeles,90.0,63.0,56.0,88.89,45.0,71.43,42.0,70.0,66.67,2018-19
Tesoro High,Capistrano Unified,Orange,668.0,250.0,237.0,94.8,192.0,76.8,189.0,37.4251497005988,75.6,2018-19
McLane High,Fresno Unified,Fresno,366.0,57.0,23.0,40.35,9.0,15.79,9.0,15.573770491803279,15.79,2018-19
Compton Early College High,Compton Unified,Los Angeles,65.0,43.0,32.0,74.42,20.0,46.51,18.0,66.15384615384615,41.86,2018-19
Rio Linda High,Twin Rivers Unified,Sacramento,318.0,283.0,120.0,42.4,87.0,30.74,78.0,88.9937106918239,27.56,2018-19
Encore Jr./Sr. High School for the Performing and Visual Arts,Hesperia Unified,San Bernardino,113.0,42.0,30.0,71.43,5.0,11.9,5.0,37.16814159292036,11.9,2018-19
Sultana High,Hesperia Unified,San Bernardino,429.0,108.0,74.0,68.52,45.0,41.67,39.0,25.174825174825177,36.11,2018-19
Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,61.0,19.0,17.0,89.47,11.0,57.89,11.0,31.147540983606557,57.89,2018-19
Miramonte High,Acalanes Union High,Contra Costa,319.0,105.0,101.0,96.19,93.0,88.57,93.0,32.9153605015674,88.57,2018-19
Corcoran High,Corcoran Joint Unified,Kings,169.0,49.0,27.0,55.1,17.0,34.69,16.0,28.994082840236686,32.65,2018-19
El Camino Real Charter High,Los Angeles Unified,Los Angeles,904.0,306.0,266.0,86.93,204.0,66.67,199.0,33.849557522123895,65.03,2018-19
Fairfax Senior High,Los Angeles Unified,Los Angeles,361.0,200.0,125.0,62.5,94.0,47.0,85.0,55.4016620498615,42.5,2018-19
Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,232.0,130.0,114.0,87.69,75.0,57.69,74.0,56.03448275862068,56.92,2018-19
Chaffey District Online High,Chaffey Joint Union High,San Bernardino,31.0,17.0,15.0,88.24,10.0,58.82,10.0,54.83870967741935,58.82,2018-19
Hilltop Senior High,Sweetwater Union High,San Diego,599.0,188.0,141.0,75.0,99.0,52.66,92.0,31.385642737896497,48.94,2018-19
Alternatives in Action,Alameda Unified,Alameda,53.0,25.0,6.0,24.0,0.0,0.0,0.0,47.16981132075472,0.0,2018-19
North High,Kern High,Kern,404.0,104.0,62.0,59.62,27.0,25.96,26.0,25.742574257425744,25.0,2018-19
West Ranch High,William S. Hart Union High,Los Angeles,655.0,293.0,277.0,94.54,240.0,81.91,238.0,44.732824427480914,81.23,2018-19
Opportunities for Learning - Santa Clarita,William S. Hart Union High,Los Angeles,149.0,18.0,16.0,88.89,6.0,33.33,6.0,12.080536912751679,33.33,2018-19
Edison High,Stockton Unified,San Joaquin,525.0,170.0,66.0,38.82,33.0,19.41,28.0,32.38095238095238,16.47,2018-19
Vacaville High,Vacaville Unified,Solano,431.0,189.0,150.0,79.37,111.0,58.73,107.0,43.851508120649655,56.61,2018-19
John Swett High,John Swett Unified,Contra Costa,101.0,38.0,26.0,68.42,20.0,52.63,18.0,37.62376237623762,47.37,2018-19
Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,357.0,105.0,57.0,54.29,20.0,19.05,18.0,29.411764705882355,17.14,2018-19
Woodbridge High,Irvine Unified,Orange,616.0,229.0,219.0,95.63,201.0,87.77,198.0,37.17532467532468,86.46,2018-19
Del Norte High,Del Norte County Unified,Del Norte,203.0,71.0,49.0,69.01,36.0,50.7,30.0,34.97536945812808,42.25,2018-19
Burbank High,Burbank Unified,Los Angeles,586.0,230.0,193.0,83.91,171.0,74.35,164.0,39.249146757679185,71.3,2018-19
Synergy Quantum Academy,Los Angeles Unified,Los Angeles,125.0,88.0,41.0,46.59,19.0,21.59,15.0,70.39999999999999,17.05,2018-19
Atwater High,Merced Union High,Merced,474.0,119.0,67.0,56.3,34.0,28.57,31.0,25.105485232067508,26.05,2018-19
Estancia High,Newport-Mesa Unified,Orange,325.0,89.0,43.0,48.31,29.0,32.58,26.0,27.384615384615387,29.21,2018-19
West Valley High,Hemet Unified,Riverside,437.0,338.0,150.0,44.38,60.0,17.75,55.0,77.34553775743707,16.27,2018-19
Oak Ridge High,El Dorado Union High,El Dorado,592.0,256.0,246.0,96.09,222.0,86.72,218.0,43.24324324324324,85.16,2018-19
Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,Los Angeles Unified,Los Angeles,79.0,35.0,17.0,48.57,3.0,8.57,3.0,44.303797468354425,8.57,2018-19
Palm Desert High,Desert Sands Unified,Riverside,435.0,136.0,117.0,86.03,89.0,65.44,87.0,31.264367816091955,63.97,2018-19
Arlington High,Riverside Unified,Riverside,434.0,192.0,116.0,60.42,59.0,30.73,55.0,44.23963133640553,28.65,2018-19
William C. Overfelt High,East Side Union High,Santa Clara,339.0,133.0,67.0,50.38,42.0,31.58,33.0,39.233038348082594,24.81,2018-19
Harmony Magnet Academy,Porterville Unified,Tulare,109.0,75.0,55.0,73.33,39.0,52.0,36.0,68.80733944954129,48.0,2018-19
Ann Sobrato High,Morgan Hill Unified,Santa Clara,292.0,163.0,141.0,86.5,121.0,74.23,114.0,55.821917808219176,69.94,2018-19
San Jose High,San Jose Unified,Santa Clara,234.0,35.0,17.0,48.57,11.0,31.43,11.0,14.957264957264957,31.43,2018-19
City Arts and Tech High,San Francisco Unified,San Francisco,67.0,41.0,15.0,36.59,8.0,19.51,6.0,61.19402985074627,14.63,2018-19
Everest Public High,Sequoia Union High,San Mateo,86.0,42.0,21.0,50.0,9.0,21.43,5.0,48.837209302325576,11.9,2018-19
East Palo Alto Academy,Sequoia Union High,San Mateo,65.0,33.0,10.0,30.3,5.0,15.15,4.0,50.76923076923077,12.12,2018-19
Menlo-Atherton High,Sequoia Union High,San Mateo,644.0,194.0,154.0,79.38,134.0,69.07,130.0,30.124223602484474,67.01,2018-19
Joseph A. Gregori High,Modesto City High,Stanislaus,539.0,193.0,149.0,77.2,93.0,48.19,88.0,35.80705009276438,45.6,2018-19
Moorpark High,Moorpark Unified,Ventura,457.0,121.0,105.0,86.78,88.0,72.73,85.0,26.477024070021884,70.25,2018-19
Contreras Learning Center-Academic Leadership Community,Los Angeles Unified,Los Angeles,84.0,63.0,12.0,19.05,3.0,4.76,3.0,75.0,4.76,2018-19
Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,715.0,287.0,248.0,86.41,197.0,68.64,195.0,40.13986013986014,67.94,2018-19
Watsonville High,Pajaro Valley Unified,Santa Cruz,455.0,134.0,66.0,49.25,37.0,27.61,32.0,29.450549450549453,23.88,2018-19
Yuba City High,Yuba City Unified,Sutter,394.0,77.0,66.0,85.71,40.0,51.95,40.0,19.543147208121827,51.95,2018-19
Bright Star Secondary Charter Academy,Los Angeles Unified,Los Angeles,117.0,62.0,39.0,62.9,22.0,35.48,21.0,52.991452991452995,33.87,2018-19
Tomales High,Shoreline Unified,Marin,37.0,27.0,14.0,51.85,9.0,33.33,6.0,72.97297297297297,22.22,2018-19
Kearny SCT,San Diego Unified,San Diego,77.0,33.0,23.0,69.7,16.0,48.48,15.0,42.857142857142854,45.45,2018-19
Lompoc High,Lompoc Unified,Santa Barbara,342.0,19.0,14.0,73.68,11.0,57.89,11.0,5.555555555555555,57.89,2018-19
Glendale High,Glendale Unified,Los Angeles,547.0,177.0,144.0,81.36,114.0,64.41,108.0,32.35831809872029,61.02,2018-19
Centennial High,Compton Unified,Los Angeles,214.0,46.0,18.0,39.13,3.0,6.52,3.0,21.49532710280374,6.52,2018-19
OCSA,Santa Ana Unified,Orange,379.0,152.0,148.0,97.37,124.0,81.58,123.0,40.105540897097626,80.92,2018-19
Santa Ana High,Santa Ana Unified,Orange,648.0,551.0,136.0,24.68,74.0,13.43,58.0,85.03086419753086,10.53,2018-19
Clayton Valley Charter High,Contra Costa County Office of Education,Contra Costa,482.0,218.0,198.0,90.83,156.0,71.56,155.0,45.22821576763486,71.1,2018-19
Parlier High,Parlier Unified,Fresno,201.0,51.0,23.0,45.1,14.0,27.45,11.0,25.37313432835821,21.57,2018-19
Sanger High,Sanger Unified,Fresno,734.0,320.0,199.0,62.19,120.0,37.5,110.0,43.596730245231605,34.38,2018-19
Gardena Senior High,Los Angeles Unified,Los Angeles,279.0,84.0,40.0,47.62,16.0,19.05,11.0,30.107526881720432,13.1,2018-19
David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,87.0,27.0,7.0,25.93,6.0,22.22,5.0,31.03448275862069,18.52,2018-19
San Jacinto Valley Academy,San Jacinto Unified,Riverside,66.0,65.0,36.0,55.38,17.0,26.15,16.0,98.48484848484848,24.62,2018-19
West Shores High,Coachella Valley Unified,Riverside,63.0,31.0,15.0,48.39,5.0,16.13,4.0,49.2063492063492,12.9,2018-19
Barstow High,Barstow Unified,San Bernardino,319.0,44.0,29.0,65.91,19.0,43.18,19.0,13.793103448275861,43.18,2018-19
Piedmont High,Piedmont City Unified,Alameda,205.0,64.0,62.0,96.88,58.0,90.63,57.0,31.21951219512195,89.06,2018-19
South Hills High,Covina-Valley Unified,Los Angeles,401.0,381.0,194.0,50.92,135.0,35.43,113.0,95.01246882793018,29.66,2018-19
Cajon High,San Bernardino City Unified,San Bernardino,631.0,232.0,147.0,63.36,72.0,31.03,69.0,36.76703645007924,29.74,2018-19
Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),Los Angeles Unified,Los Angeles,108.0,47.0,22.0,46.81,10.0,21.28,9.0,43.51851851851852,19.15,2018-19
Cesar E. Chavez Learning Academies-Technology Preparatory Academy,Los Angeles Unified,Los Angeles,62.0,23.0,5.0,21.74,1.0,4.35,1.0,37.096774193548384,4.35,2018-19
Diego Rivera Learning Complex Green Design STEAM Academy,Los Angeles Unified,Los Angeles,103.0,23.0,9.0,39.13,9.0,39.13,7.0,22.330097087378643,30.43,2018-19
Performing Arts Community at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,125.0,37.0,10.0,27.03,3.0,8.11,3.0,29.599999999999998,8.11,2018-19
Newport Harbor High,Newport-Mesa Unified,Orange,548.0,127.0,112.0,88.19,83.0,65.35,82.0,23.175182481751825,64.57,2018-19
Mesa Verde High,San Juan Unified,Sacramento,211.0,62.0,41.0,66.13,22.0,35.48,20.0,29.383886255924168,32.26,2018-19
Mira Loma High,San Juan Unified,Sacramento,454.0,150.0,141.0,94.0,135.0,90.0,133.0,33.03964757709251,88.67,2018-19
La Jolla High,San Diego Unified,San Diego,339.0,139.0,124.0,89.21,110.0,79.14,108.0,41.00294985250738,77.7,2018-19
Amador Valley High,Pleasanton Unified,Alameda,654.0,259.0,244.0,94.21,218.0,84.17,217.0,39.60244648318042,83.78,2018-19
Robert F. Kennedy High,Delano Joint Union High,Kern,304.0,113.0,61.0,53.98,40.0,35.4,34.0,37.17105263157895,30.09,2018-19
Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,Los Angeles Unified,Los Angeles,144.0,64.0,34.0,53.13,10.0,15.63,9.0,44.44444444444444,14.06,2018-19
North Tahoe High,Tahoe-Truckee Unified,Placer,103.0,39.0,32.0,82.05,30.0,76.92,28.0,37.86407766990291,71.79,2018-19
Cosumnes Oaks High,Elk Grove Unified,Sacramento,580.0,285.0,250.0,87.72,198.0,69.47,191.0,49.137931034482754,67.02,2018-19
Inglewood High,Inglewood Unified,Los Angeles,176.0,76.0,26.0,34.21,3.0,3.95,3.0,43.18181818181818,3.95,2018-19
Yucca Valley High,Morongo Unified,San Bernardino,314.0,73.0,58.0,79.45,34.0,46.58,34.0,23.248407643312103,46.58,2018-19
S.F. International High,San Francisco Unified,San Francisco,100.0,47.0,5.0,10.64,16.0,34.04,3.0,47.0,6.38,2018-19
Lawndale High,Centinela Valley Union High,Los Angeles,553.0,220.0,107.0,48.64,55.0,25.0,46.0,39.78300180831826,20.91,2018-19
Orange Cove High,Kings Canyon Joint Unified,Fresno,122.0,46.0,18.0,39.13,7.0,15.22,7.0,37.704918032786885,15.22,2018-19
Carson Senior High,Los Angeles Unified,Los Angeles,334.0,92.0,46.0,50.0,23.0,25.0,20.0,27.54491017964072,21.74,2018-19
Walnut High,Walnut Valley Unified,Los Angeles,666.0,387.0,348.0,89.92,316.0,81.65,303.0,58.108108108108105,78.29,2018-19
El Toro High,Saddleback Valley Unified,Orange,559.0,189.0,160.0,84.66,126.0,66.67,120.0,33.810375670840784,63.49,2018-19
Ramona High,Riverside Unified,Riverside,543.0,224.0,138.0,61.61,79.0,35.27,70.0,41.25230202578269,31.25,2018-19
Anzar High,Aromas - San Juan Unified,San Benito,75.0,21.0,16.0,76.19,12.0,57.14,10.0,28.000000000000004,47.62,2018-19
Otay Ranch Senior High,Sweetwater Union High,San Diego,626.0,328.0,276.0,84.15,189.0,57.62,182.0,52.39616613418531,55.49,2018-19
Irvington High,Fremont Unified,Alameda,497.0,179.0,165.0,92.18,155.0,86.59,152.0,36.016096579476866,84.92,2018-19
Los Osos High,Chaffey Joint Union High,San Bernardino,763.0,367.0,312.0,85.01,243.0,66.21,234.0,48.099606815203146,63.76,2018-19
