school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,num_erw_benchmark,pct_erw_benchmark,num_math_benchmark,pct_math_benchmark,num_test_takers_benchmark,perc_participation,pct_test_takers_benchmark,year
Florin High,Elk Grove Unified,Sacramento,322.0,124.0,62.0,50.0,39.0,31.45,29.0,38.50931677018634,23.39,2018-19
Delano High,Delano Joint Union High,Kern,339.0,79.0,43.0,54.43,26.0,32.91,22.0,23.303834808259587,27.85,2018-19
STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,124.0,69.0,39.0,56.52,17.0,24.64,13.0,55.64516129032258,18.84,2018-19
Academy for Multilingual Arts and Science at Mervyn M. Dymally High,Los Angeles Unified,Los Angeles,141.0,31.0,6.0,19.35,2.0,6.45,2.0,21.98581560283688,6.45,2018-19
Del Mar High,Campbell Union High,Santa Clara,290.0,87.0,59.0,67.82,32.0,36.78,30.0,30.0,34.48,2018-19
Magnolia High,Anaheim Union High,Orange,419.0,124.0,74.0,59.68,48.0,38.71,43.0,29.594272076372313,34.68,2018-19
Lincoln High,Western Placer Unified,Placer,414.0,127.0,104.0,81.89,69.0,54.33,66.0,30.676328502415455,51.97,2018-19
Western Sierra Collegiate Academy,Rocklin Unified,Placer,119.0,45.0,41.0,91.11,31.0,68.89,30.0,37.81512605042017,66.67,2018-19
Julian Charter,Julian Union Elementary,San Diego,119.0,18.0,14.0,77.78,7.0,38.89,7.0,15.126050420168067,38.89,2018-19
Carlmont High,Sequoia Union High,San Mateo,522.0,234.0,217.0,92.74,199.0,85.04,191.0,44.827586206896555,81.62,2018-19
Gompers Preparatory Academy,San Diego Unified,San Diego,125.0,65.0,35.0,53.85,10.0,15.38,10.0,52.0,15.38,2018-19
University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,99.0,51.0,48.0,94.12,38.0,74.51,37.0,51.515151515151516,72.55,2018-19
B. Roberto Cruz Leadership Academy,East Side Union High,Santa Clara,59.0,20.0,4.0,20.0,1.0,5.0,1.0,33.89830508474576,5.0,2018-19
Sonora High,Sonora Union High,Tuolumne,218.0,40.0,37.0,92.5,31.0,77.5,31.0,18.34862385321101,77.5,2018-19
Mar Vista Senior High,Sweetwater Union High,San Diego,417.0,106.0,74.0,69.81,35.0,33.02,34.0,25.41966426858513,32.08,2018-19
Vista High,Vista Unified,San Diego,545.0,159.0,98.0,61.64,65.0,40.88,55.0,29.174311926605505,34.59,2018-19
Enterprise High,Shasta Union High,Shasta,302.0,54.0,46.0,85.19,35.0,64.81,33.0,17.880794701986755,61.11,2018-19
Bay Area Technology,Oakland Unified,Alameda,35.0,19.0,8.0,42.11,4.0,21.05,4.0,54.285714285714285,21.05,2018-19
Alliance Morgan McKinzie High,Los Angeles Unified,Los Angeles,73.0,16.0,6.0,37.5,2.0,12.5,1.0,21.91780821917808,6.25,2018-19
Willits High,Willits Unified,Mendocino,76.0,18.0,13.0,72.22,7.0,38.89,6.0,23.684210526315788,33.33,2018-19
Eleanor Roosevelt High,Corona-Norco Unified,Riverside,1083.0,543.0,426.0,78.45,318.0,58.56,293.0,50.13850415512465,53.96,2018-19
Hughson High,Hughson Unified,Stanislaus,150.0,40.0,29.0,72.5,24.0,60.0,23.0,26.666666666666668,57.5,2018-19
State of California,State of California,State of California,489650.0,170411.0,116500.0,68.36,81551.0,47.86,77178.0,34.80261411212091,45.29,2018-19
N/A,Fremont Unified,Alameda,2537.0,845.0,767.0,90.77,695.0,82.25,678.0,33.30705557745369,80.24,2018-19
N/A,Piedmont City Unified,Alameda,231.0,78.0,68.0,87.18,62.0,79.49,61.0,33.76623376623377,78.21,2018-19
N/A,San Leandro Unified,Alameda,754.0,193.0,138.0,71.5,83.0,43.01,77.0,25.59681697612732,39.9,2018-19
N/A,Fresno Unified,Fresno,4593.0,1048.0,611.0,58.3,344.0,32.82,323.0,22.81733072066188,30.82,2018-19
N/A,Mendota Unified,Fresno,234.0,69.0,23.0,33.33,11.0,15.94,9.0,29.48717948717949,13.04,2018-19
N/A,Calipatria Unified,Imperial,91.0,27.0,14.0,51.85,6.0,22.22,5.0,29.67032967032967,18.52,2018-19
N/A,Wasco Union High,Kern,453.0,184.0,80.0,43.48,48.0,26.09,40.0,40.618101545253865,21.74,2018-19
N/A,Gorman Joint,Los Angeles,113.0,25.0,22.0,88.0,12.0,48.0,12.0,22.123893805309734,48.0,2018-19
N/A,Lynwood Unified,Los Angeles,1072.0,285.0,154.0,54.04,58.0,20.35,53.0,26.58582089552239,18.6,2018-19
N/A,Whittier Union High,Los Angeles,3048.0,1227.0,848.0,69.11,565.0,46.05,521.0,40.25590551181102,42.46,2018-19
N/A,Rowland Unified,Los Angeles,1186.0,386.0,271.0,70.21,189.0,48.96,174.0,32.54637436762226,45.08,2018-19
N/A,Tamalpais Union High,Marin,1233.0,435.0,415.0,95.4,363.0,83.45,361.0,35.27980535279806,82.99,2018-19
N/A,Mendocino Unified,Mendocino,52.0,17.0,17.0,100.0,12.0,70.59,12.0,32.69230769230769,70.59,2018-19
N/A,San Bernardino County Office of Education,San Bernardino,673.0,77.0,56.0,72.73,24.0,31.17,22.0,11.441307578008916,28.57,2018-19
N/A,Chaffey Joint Union High,San Bernardino,6046.0,2437.0,1695.0,69.55,1099.0,45.1,1033.0,40.30764141581211,42.39,2018-19
N/A,Apple Valley Unified,San Bernardino,1086.0,316.0,256.0,81.01,124.0,39.24,118.0,29.097605893186003,37.34,2018-19
N/A,Coronado Unified,San Diego,294.0,152.0,144.0,94.74,115.0,75.66,113.0,51.70068027210885,74.34,2018-19
N/A,Grossmont Union High,San Diego,5541.0,1514.0,1195.0,78.93,940.0,62.09,886.0,27.32358780003609,58.52,2018-19
N/A,Tracy Joint Unified,San Joaquin,1515.0,483.0,387.0,80.12,262.0,54.24,247.0,31.88118811881188,51.14,2018-19
N/A,Santa Clara County Office of Education,Santa Clara,915.0,124.0,99.0,79.84,71.0,57.26,68.0,13.55191256830601,54.84,2018-19
N/A,Milpitas Unified,Santa Clara,829.0,335.0,297.0,88.66,259.0,77.31,249.0,40.41013268998794,74.33,2018-19
N/A,Santa Cruz City High,Santa Cruz,862.0,287.0,236.0,82.23,193.0,67.25,183.0,33.29466357308585,63.76,2018-19
N/A,Waterford Unified,Stanislaus,359.0,66.0,43.0,65.15,20.0,30.3,18.0,18.384401114206128,27.27,2018-19
N/A,Red Bluff Joint Union High,Tehama,372.0,46.0,35.0,76.09,30.0,65.22,29.0,12.365591397849462,63.04,2018-19
N/A,Livermore Valley Joint Unified,Alameda,1128.0,315.0,279.0,88.57,246.0,78.1,231.0,27.925531914893615,73.33,2018-19
N/A,El Dorado Union High,El Dorado,1609.0,526.0,483.0,91.83,417.0,79.28,404.0,32.6911124922312,76.81,2018-19
N/A,Sierra Unified,Fresno,103.0,28.0,26.0,92.86,15.0,53.57,15.0,27.184466019417474,53.57,2018-19
N/A,Eureka City Schools,Humboldt,347.0,58.0,48.0,82.76,33.0,56.9,32.0,16.714697406340058,55.17,2018-19
N/A,Holtville Unified,Imperial,151.0,52.0,41.0,78.85,19.0,36.54,18.0,34.437086092715234,34.62,2018-19
N/A,Kern County Office of Education,Kern,582.0,113.0,48.0,42.48,27.0,23.89,24.0,19.41580756013746,21.24,2018-19
N/A,Lakeport Unified,Lake,88.0,27.0,24.0,88.89,18.0,66.67,18.0,30.681818181818183,66.67,2018-19
N/A,Las Virgenes Unified,Los Angeles,986.0,337.0,309.0,91.69,254.0,75.37,248.0,34.17849898580121,73.59,2018-19
N/A,San Marino Unified,Los Angeles,275.0,120.0,114.0,95.0,112.0,93.33,110.0,43.63636363636363,91.67,2018-19
N/A,Hacienda la Puente Unified,Los Angeles,1459.0,1110.0,541.0,48.74,362.0,32.61,323.0,76.07950651130912,29.1,2018-19
N/A,Chawanakee Unified,Madera,154.0,47.0,30.0,63.83,12.0,25.53,12.0,30.519480519480517,25.53,2018-19
N/A,Ukiah Unified,Mendocino,525.0,91.0,76.0,83.52,60.0,65.93,57.0,17.333333333333336,62.64,2018-19
N/A,Willits Unified,Mendocino,102.0,19.0,14.0,73.68,7.0,36.84,6.0,18.627450980392158,31.58,2018-19
N/A,Delhi Unified,Merced,167.0,82.0,50.0,60.98,14.0,17.07,14.0,49.101796407185624,17.07,2018-19
N/A,Monterey Peninsula Unified,Monterey,854.0,536.0,311.0,58.02,199.0,37.13,181.0,62.76346604215457,33.77,2018-19
N/A,Temecula Valley Unified,Riverside,2453.0,1014.0,863.0,85.11,595.0,58.68,573.0,41.33713819812475,56.51,2018-19
N/A,Murrieta Valley Unified,Riverside,2168.0,834.0,676.0,81.06,461.0,55.28,438.0,38.46863468634687,52.52,2018-19
N/A,Elk Grove Unified,Sacramento,5228.0,1884.0,1467.0,77.87,1117.0,59.29,1051.0,36.03672532517215,55.79,2018-19
N/A,Rim of the World Unified,San Bernardino,239.0,56.0,41.0,73.21,19.0,33.93,17.0,23.430962343096233,30.36,2018-19
N/A,Yucaipa-Calimesa Joint Unified,San Bernardino,739.0,227.0,180.0,79.3,135.0,59.47,129.0,30.717185385656293,56.83,2018-19
N/A,Carlsbad Unified,San Diego,913.0,341.0,311.0,91.2,263.0,77.13,259.0,37.34939759036144,75.95,2018-19
N/A,Yreka Union High,Siskiyou,150.0,41.0,31.0,75.61,24.0,58.54,22.0,27.333333333333332,53.66,2018-19
N/A,Live Oak Unified,Sutter,143.0,36.0,24.0,66.67,12.0,33.33,11.0,25.174825174825177,30.56,2018-19
N/A,Washington Unified,Yolo,563.0,182.0,110.0,60.44,71.0,39.01,66.0,32.326820603907635,36.26,2018-19
N/A,Alameda Unified,Alameda,919.0,373.0,291.0,78.02,240.0,64.34,222.0,40.58759521218716,59.52,2018-19
N/A,Fowler Unified,Fresno,211.0,76.0,44.0,57.89,19.0,25.0,18.0,36.018957345971565,23.68,2018-19
N/A,Golden Plains Unified,Fresno,125.0,27.0,10.0,37.04,0.0,0.0,0.0,21.6,0.0,2018-19
N/A,Caruthers Unified,Fresno,156.0,57.0,29.0,50.88,12.0,21.05,12.0,36.53846153846153,21.05,2018-19
N/A,Northern Humboldt Union High,Humboldt,424.0,100.0,90.0,90.0,68.0,68.0,66.0,23.58490566037736,66.0,2018-19
N/A,Mojave Unified,Kern,143.0,31.0,26.0,83.87,10.0,32.26,10.0,21.678321678321677,32.26,2018-19
N/A,Muroc Joint Unified,Kern,123.0,32.0,30.0,93.75,20.0,62.5,19.0,26.01626016260163,59.38,2018-19
N/A,Hawthorne,Los Angeles,112.0,64.0,55.0,85.94,42.0,65.63,41.0,57.14285714285714,64.06,2018-19
N/A,Monrovia Unified,Los Angeles,473.0,185.0,137.0,74.05,81.0,43.78,79.0,39.112050739957716,42.7,2018-19
N/A,Montebello Unified,Los Angeles,2333.0,658.0,415.0,63.07,229.0,34.8,211.0,28.204029147021004,32.07,2018-19
N/A,Pomona Unified,Los Angeles,1897.0,651.0,359.0,55.15,177.0,27.19,165.0,34.31734317343174,25.35,2018-19
N/A,Carmel Unified,Monterey,215.0,59.0,55.0,93.22,46.0,77.97,46.0,27.44186046511628,77.97,2018-19
N/A,Salinas Union High,Monterey,2683.0,725.0,448.0,61.79,261.0,36.0,241.0,27.0219903093552,33.24,2018-19
N/A,Orange County Department of Education,Orange,708.0,85.0,58.0,68.24,41.0,48.24,37.0,12.005649717514125,43.53,2018-19
N/A,Tustin Unified,Orange,1992.0,761.0,631.0,82.92,491.0,64.52,475.0,38.20281124497992,62.42,2018-19
N/A,Rocklin Unified,Placer,1171.0,417.0,376.0,90.17,324.0,77.7,316.0,35.61058923996584,75.78,2018-19
N/A,Alvord Unified,Riverside,1517.0,357.0,224.0,62.75,143.0,40.06,129.0,23.533289386947924,36.13,2018-19
N/A,Moreno Valley Unified,Riverside,2481.0,1992.0,759.0,38.1,345.0,17.32,320.0,80.29020556227327,16.06,2018-19
N/A,Folsom-Cordova Unified,Sacramento,1617.0,460.0,408.0,88.7,345.0,75.0,333.0,28.44774273345702,72.39,2018-19
N/A,Morongo Unified,San Bernardino,565.0,102.0,84.0,82.35,47.0,46.08,47.0,18.053097345132745,46.08,2018-19
N/A,Lucerne Valley Unified,San Bernardino,506.0,26.0,17.0,65.38,8.0,30.77,7.0,5.138339920948617,26.92,2018-19
N/A,Borrego Springs Unified,San Diego,309.0,31.0,17.0,54.84,4.0,12.9,4.0,10.032362459546926,12.9,2018-19
N/A,Manteca Unified,San Joaquin,1925.0,529.0,382.0,72.21,203.0,38.37,194.0,27.480519480519483,36.67,2018-19
N/A,Lucia Mar Unified,San Luis Obispo,865.0,202.0,176.0,87.13,121.0,59.9,120.0,23.352601156069362,59.41,2018-19
N/A,South San Francisco Unified,San Mateo,682.0,236.0,196.0,83.05,157.0,66.53,151.0,34.60410557184751,63.98,2018-19
N/A,Los Gatos-Saratoga Joint Union High,Santa Clara,870.0,292.0,284.0,97.26,267.0,91.44,265.0,33.5632183908046,90.75,2018-19
N/A,Anderson Union High,Shasta,444.0,76.0,56.0,73.68,33.0,43.42,30.0,17.117117117117118,39.47,2018-19
N/A,Vacaville Unified,Solano,975.0,351.0,275.0,78.35,201.0,57.26,188.0,36.0,53.56,2018-19
N/A,Roseland,Sonoma,147.0,49.0,26.0,53.06,17.0,34.69,16.0,33.33333333333333,32.65,2018-19
N/A,Windsor Unified,Sonoma,466.0,140.0,121.0,86.43,79.0,56.43,75.0,30.042918454935624,53.57,2018-19
N/A,Oakdale Joint Unified,Stanislaus,437.0,92.0,72.0,78.26,68.0,73.91,60.0,21.052631578947366,65.22,2018-19
N/A,Turlock Unified,Stanislaus,1240.0,393.0,299.0,76.08,187.0,47.58,178.0,31.693548387096776,45.29,2018-19
N/A,Castro Valley Unified,Alameda,737.0,311.0,279.0,89.71,243.0,78.14,234.0,42.198100407055634,75.24,2018-19
N/A,Contra Costa County Office of Education,Contra Costa,771.0,295.0,237.0,80.34,179.0,60.68,175.0,38.26199740596628,59.32,2018-19
N/A,San Ramon Valley Unified,Contra Costa,2652.0,933.0,892.0,95.61,796.0,85.32,785.0,35.18099547511312,84.14,2018-19
N/A,Sanger Unified,Fresno,850.0,335.0,209.0,62.39,126.0,37.61,116.0,39.411764705882355,34.63,2018-19
N/A,Bellflower Unified,Los Angeles,953.0,263.0,207.0,78.71,138.0,52.47,130.0,27.597061909758658,49.43,2018-19
N/A,West Covina Unified,Los Angeles,1194.0,356.0,278.0,78.09,185.0,51.97,171.0,29.81574539363484,48.03,2018-19
N/A,San Rafael City High,Marin,634.0,245.0,195.0,79.59,147.0,60.0,142.0,38.64353312302839,57.96,2018-19
N/A,Anderson Valley Unified,Mendocino,55.0,25.0,17.0,68.0,5.0,20.0,5.0,45.45454545454545,20.0,2018-19
N/A,North Monterey County Unified,Monterey,369.0,111.0,64.0,57.66,30.0,27.03,30.0,30.081300813008134,27.03,2018-19
N/A,Brea-Olinda Unified,Orange,506.0,205.0,188.0,91.71,154.0,75.12,148.0,40.51383399209486,72.2,2018-19
N/A,Orange Unified,Orange,2261.0,1870.0,1053.0,56.31,709.0,37.91,670.0,82.70676691729322,35.83,2018-19
N/A,Los Alamitos Unified,Orange,759.0,319.0,292.0,91.54,234.0,73.35,227.0,42.028985507246375,71.16,2018-19
N/A,Tahoe-Truckee Unified,Placer,303.0,105.0,83.0,79.05,70.0,66.67,65.0,34.65346534653465,61.9,2018-19
N/A,Hemet Unified,Riverside,1858.0,1195.0,583.0,48.79,288.0,24.1,272.0,64.31646932185146,22.76,2018-19
N/A,Center Joint Unified,Sacramento,354.0,53.0,44.0,83.02,36.0,67.92,33.0,14.971751412429379,62.26,2018-19
N/A,Barstow Unified,San Bernardino,394.0,44.0,29.0,65.91,19.0,43.18,19.0,11.16751269035533,43.18,2018-19
N/A,Victor Valley Union High,San Bernardino,1911.0,501.0,314.0,62.67,145.0,28.94,137.0,26.21664050235479,27.35,2018-19
N/A,Snowline Joint Unified,San Bernardino,560.0,138.0,111.0,80.43,67.0,48.55,65.0,24.642857142857146,47.1,2018-19
N/A,San Francisco Unified,San Francisco,4399.0,2256.0,1579.0,69.99,1380.0,61.17,1248.0,51.28438281427597,55.32,2018-19
N/A,Morgan Hill Unified,Santa Clara,636.0,259.0,222.0,85.71,180.0,69.5,172.0,40.723270440251575,66.41,2018-19
N/A,Woodlake Unified,Tulare,168.0,22.0,15.0,68.18,6.0,27.27,6.0,13.095238095238097,27.27,2018-19
N/A,Oak Park Unified,Ventura,438.0,168.0,160.0,95.24,147.0,87.5,146.0,38.35616438356164,86.9,2018-19
N/A,Acalanes Union High,Contra Costa,1408.0,473.0,452.0,95.56,393.0,83.09,393.0,33.59375,83.09,2018-19
N/A,Pittsburg Unified,Contra Costa,840.0,279.0,164.0,58.78,96.0,34.41,89.0,33.214285714285715,31.9,2018-19
N/A,Kerman Unified,Fresno,416.0,102.0,66.0,64.71,38.0,37.25,37.0,24.519230769230766,36.27,2018-19
N/A,Bishop Unified,Inyo,158.0,53.0,41.0,77.36,29.0,54.72,27.0,33.54430379746836,50.94,2018-19
N/A,Bonita Unified,Los Angeles,865.0,316.0,259.0,81.96,176.0,55.7,168.0,36.531791907514446,53.16,2018-19
N/A,El Rancho Unified,Los Angeles,731.0,267.0,165.0,61.8,95.0,35.58,85.0,36.52530779753762,31.84,2018-19
N/A,Palos Verdes Peninsula Unified,Los Angeles,1118.0,440.0,416.0,94.55,372.0,84.55,365.0,39.35599284436494,82.95,2018-19
N/A,Los Banos Unified,Merced,815.0,215.0,134.0,62.33,67.0,31.16,63.0,26.380368098159508,29.3,2018-19
N/A,Gonzales Unified,Monterey,191.0,54.0,31.0,57.41,9.0,16.67,8.0,28.272251308900525,14.81,2018-19
N/A,Western Placer Unified,Placer,745.0,142.0,117.0,82.39,75.0,52.82,72.0,19.06040268456376,50.7,2018-19
N/A,Jurupa Unified,Riverside,1486.0,383.0,228.0,59.53,133.0,34.73,127.0,25.773889636608345,33.16,2018-19
N/A,Perris Union High,Riverside,2224.0,696.0,441.0,63.36,218.0,31.32,203.0,31.294964028776977,29.17,2018-19
N/A,Dehesa Elementary,San Diego,469.0,26.0,19.0,73.08,10.0,38.46,10.0,5.543710021321962,38.46,2018-19
N/A,Spencer Valley Elementary,San Diego,299.0,27.0,24.0,88.89,15.0,55.56,15.0,9.03010033444816,55.56,2018-19
N/A,Vista Unified,San Diego,2363.0,527.0,399.0,75.71,321.0,60.91,302.0,22.302158273381295,57.31,2018-19
N/A,SBC - High Tech High,San Diego,242.0,149.0,101.0,67.79,45.0,30.2,43.0,61.57024793388429,28.86,2018-19
N/A,Linden Unified,San Joaquin,177.0,33.0,26.0,78.79,14.0,42.42,14.0,18.64406779661017,42.42,2018-19
N/A,Lodi Unified,San Joaquin,2471.0,732.0,551.0,75.27,436.0,59.56,407.0,29.62363415621206,55.6,2018-19
N/A,Ripon Unified,San Joaquin,405.0,94.0,83.0,88.3,46.0,48.94,45.0,23.209876543209877,47.87,2018-19
N/A,Carpinteria Unified,Santa Barbara,167.0,49.0,39.0,79.59,34.0,69.39,31.0,29.34131736526946,63.27,2018-19
N/A,Campbell Union High,Santa Clara,2023.0,661.0,581.0,87.9,459.0,69.44,447.0,32.67424616905586,67.62,2018-19
N/A,San Jose Unified,Santa Clara,2648.0,648.0,508.0,78.4,385.0,59.41,371.0,24.47129909365559,57.25,2018-19
N/A,Ceres Unified,Stanislaus,1073.0,352.0,201.0,57.1,92.0,26.14,82.0,32.805219012115565,23.3,2018-19
N/A,Exeter Unified,Tulare,225.0,50.0,34.0,68.0,17.0,34.0,15.0,22.22222222222222,30.0,2018-19
N/A,Summerville Union High,Tuolumne,189.0,25.0,21.0,84.0,16.0,64.0,16.0,13.227513227513226,64.0,2018-19
N/A,Esparto Unified,Yolo,46.0,16.0,6.0,37.5,6.0,37.5,4.0,34.78260869565217,25.0,2018-19
N/A,Durham Unified,Butte,72.0,31.0,30.0,96.77,21.0,67.74,21.0,43.05555555555556,67.74,2018-19
N/A,Paradise Unified,Butte,328.0,54.0,49.0,90.74,39.0,72.22,38.0,16.463414634146343,70.37,2018-19
N/A,Martinez Unified,Contra Costa,349.0,80.0,72.0,90.0,60.0,75.0,60.0,22.922636103151863,75.0,2018-19
N/A,Mt. Diablo Unified,Contra Costa,2145.0,614.0,477.0,77.69,377.0,61.4,364.0,28.62470862470862,59.28,2018-19
N/A,Lake Tahoe Unified,El Dorado,275.0,54.0,43.0,79.63,30.0,55.56,28.0,19.636363636363637,51.85,2018-19
N/A,Kings Canyon Joint Unified,Fresno,619.0,169.0,97.0,57.4,51.0,30.18,48.0,27.30210016155089,28.4,2018-19
N/A,Central Unified,Fresno,1096.0,379.0,224.0,59.1,98.0,25.86,94.0,34.58029197080292,24.8,2018-19
N/A,Kern High,Kern,10175.0,2786.0,1739.0,62.42,1113.0,39.95,1025.0,27.380835380835382,36.79,2018-19
N/A,Lemoore Union High,Kings,527.0,131.0,103.0,78.63,57.0,43.51,53.0,24.857685009487664,40.46,2018-19
N/A,Irvine Unified,Orange,2552.0,831.0,787.0,94.71,750.0,90.25,732.0,32.56269592476489,88.09,2018-19
N/A,Placer Union High,Placer,1002.0,333.0,283.0,84.98,229.0,68.77,221.0,33.23353293413174,66.37,2018-19
N/A,Galt Joint Union High,Sacramento,567.0,214.0,153.0,71.5,106.0,49.53,99.0,37.742504409171076,46.26,2018-19
N/A,Bear Valley Unified,San Bernardino,195.0,36.0,31.0,86.11,20.0,55.56,20.0,18.461538461538463,55.56,2018-19
N/A,Colton Joint Unified,San Bernardino,1621.0,398.0,254.0,63.82,149.0,37.44,136.0,24.552745219000617,34.17,2018-19
N/A,San Diego County Office of Education,San Diego,631.0,15.0,0.0,0.0,0.0,0.0,0.0,2.3771790808240887,0.0,2018-19
N/A,Escondido Union High,San Diego,2532.0,773.0,582.0,75.29,372.0,48.12,362.0,30.529225908372826,46.83,2018-19
N/A,Poway Unified,San Diego,2918.0,1102.0,1016.0,92.2,902.0,81.85,882.0,37.76559287183002,80.04,2018-19
N/A,Stockton Unified,San Joaquin,2734.0,928.0,499.0,53.77,293.0,31.57,258.0,33.94294074615947,27.8,2018-19
N/A,Paso Robles Joint Unified,San Luis Obispo,578.0,132.0,105.0,79.55,71.0,53.79,67.0,22.837370242214533,50.76,2018-19
N/A,Orcutt Union Elementary,Santa Barbara,145.0,56.0,52.0,92.86,44.0,78.57,43.0,38.62068965517241,76.79,2018-19
N/A,East Side Union High,Santa Clara,6785.0,2388.0,1779.0,74.5,1401.0,58.67,1320.0,35.19528371407517,55.28,2018-19
N/A,Mountain View-Los Altos Union High,Santa Clara,1061.0,346.0,310.0,89.6,281.0,81.21,274.0,32.61074458058435,79.19,2018-19
N/A,Santa Clara Unified,Santa Clara,1136.0,287.0,246.0,85.71,198.0,68.99,192.0,25.264084507042256,66.9,2018-19
N/A,West Sonoma County Union High,Sonoma,450.0,137.0,125.0,91.24,94.0,68.61,92.0,30.444444444444446,67.15,2018-19
N/A,Cotati-Rohnert Park Unified,Sonoma,529.0,132.0,95.0,71.97,64.0,48.48,58.0,24.95274102079395,43.94,2018-19
N/A,Denair Unified,Stanislaus,143.0,30.0,13.0,43.33,11.0,36.67,10.0,20.97902097902098,33.33,2018-19
N/A,Oxnard Union High,Ventura,4063.0,2690.0,1197.0,44.5,784.0,29.14,714.0,66.20723603248831,26.54,2018-19
N/A,Marysville Joint Unified,Yuba,602.0,119.0,91.0,76.47,58.0,48.74,56.0,19.767441860465116,47.06,2018-19
N/A,Albany City Unified,Alameda,307.0,114.0,107.0,93.86,97.0,85.09,96.0,37.13355048859935,84.21,2018-19
N/A,Gridley Unified,Butte,175.0,65.0,40.0,61.54,35.0,53.85,31.0,37.142857142857146,47.69,2018-19
N/A,Del Norte County Unified,Del Norte,246.0,71.0,49.0,69.01,36.0,50.7,30.0,28.86178861788618,42.25,2018-19
N/A,Washington Unified,Fresno,339.0,82.0,36.0,43.9,9.0,10.98,8.0,24.188790560471976,9.76,2018-19
N/A,Humboldt County Office of Education,Humboldt,87.0,21.0,18.0,85.71,15.0,71.43,13.0,24.137931034482758,61.9,2018-19
N/A,Fortuna Union High,Humboldt,274.0,78.0,58.0,74.36,45.0,57.69,42.0,28.467153284671532,53.85,2018-19
N/A,Central Union High,Imperial,958.0,274.0,190.0,69.34,116.0,42.34,110.0,28.60125260960334,40.15,2018-19
N/A,Delano Joint Union High,Kern,1004.0,320.0,179.0,55.94,122.0,38.13,108.0,31.872509960159363,33.75,2018-19
N/A,Los Angeles County Office of Education,Los Angeles,1236.0,368.0,258.0,70.11,136.0,36.96,130.0,29.773462783171524,35.33,2018-19
N/A,Antelope Valley Union High,Los Angeles,5657.0,1147.0,758.0,66.09,376.0,32.78,359.0,20.27576453950857,31.3,2018-19
N/A,Arcadia Unified,Los Angeles,857.0,372.0,346.0,93.01,327.0,87.9,313.0,43.40723453908985,84.14,2018-19
N/A,Norwalk-La Mirada Unified,Los Angeles,1403.0,1223.0,524.0,42.85,266.0,21.75,242.0,87.17034925160371,19.79,2018-19
N/A,Compton Unified,Los Angeles,1361.0,280.0,115.0,41.07,45.0,16.07,41.0,20.573108008817044,14.64,2018-19
N/A,Newport-Mesa Unified,Orange,1817.0,411.0,319.0,77.62,241.0,58.64,232.0,22.619702806824435,56.45,2018-19
N/A,Santa Ana Unified,Orange,4128.0,3149.0,1163.0,36.93,790.0,25.09,673.0,76.28391472868216,21.37,2018-19
N/A,Palm Springs Unified,Riverside,1777.0,470.0,299.0,63.62,149.0,31.7,141.0,26.44907146876759,30.0,2018-19
N/A,Sacramento City Unified,Sacramento,3244.0,787.0,501.0,63.66,354.0,44.98,327.0,24.260172626387178,41.55,2018-19
N/A,Twin Rivers Unified,Sacramento,2234.0,1156.0,384.0,33.22,198.0,17.13,179.0,51.74574753804835,15.48,2018-19
N/A,Rialto Unified,San Bernardino,1973.0,467.0,271.0,58.03,165.0,35.33,151.0,23.66953877344146,32.33,2018-19
N/A,San Marcos Unified,San Diego,1534.0,533.0,447.0,83.86,312.0,58.54,301.0,34.74576271186441,56.47,2018-19
N/A,East Nicolaus Joint Union High,Sutter,79.0,35.0,26.0,74.29,16.0,45.71,16.0,44.303797468354425,45.71,2018-19
N/A,Alpaugh Unified,Tulare,80.0,18.0,8.0,44.44,4.0,22.22,4.0,22.5,22.22,2018-19
N/A,New Haven Unified,Alameda,1043.0,337.0,270.0,80.12,211.0,62.61,201.0,32.31064237775647,59.64,2018-19
N/A,Oakland Unified,Alameda,3663.0,1215.0,687.0,56.54,443.0,36.46,408.0,33.169533169533175,33.58,2018-19
N/A,Oroville Union High,Butte,521.0,70.0,51.0,72.86,31.0,44.29,29.0,13.43570057581574,41.43,2018-19
N/A,Riverdale Joint Unified,Fresno,127.0,41.0,19.0,46.34,10.0,24.39,9.0,32.28346456692913,21.95,2018-19
N/A,Tehachapi Unified,Kern,296.0,62.0,51.0,82.26,33.0,53.23,33.0,20.945945945945947,53.23,2018-19
N/A,Baldwin Park Unified,Los Angeles,1702.0,428.0,274.0,64.02,149.0,34.81,132.0,25.146886016451237,30.84,2018-19
N/A,El Monte Union High,Los Angeles,2308.0,726.0,511.0,70.39,390.0,53.72,358.0,31.455805892547662,49.31,2018-19
N/A,Inglewood Unified,Los Angeles,695.0,250.0,122.0,48.8,48.0,19.2,47.0,35.97122302158273,18.8,2018-19
N/A,Paramount Unified,Los Angeles,1281.0,1000.0,354.0,35.4,185.0,18.5,158.0,78.06401249024199,15.8,2018-19
N/A,Pasadena Unified,Los Angeles,1544.0,574.0,383.0,66.72,233.0,40.59,218.0,37.17616580310881,37.98,2018-19
N/A,William S. Hart Union High,Los Angeles,4252.0,1376.0,1212.0,88.08,941.0,68.39,914.0,32.36124176857949,66.42,2018-19
