school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,avg_reading,avg_english,avg_math,avg_science,num_test_takers_21,perc_participation,pct_test_takers_21,year
Technology High,Cotati-Rohnert Park Unified,Sonoma,76.0,24.0,27.0,27.0,26.0,25.0,20.0,31.57894736842105,83.33,2018-19
Temecula Preparatory,Temecula Valley Unified,Riverside,78.0,20.0,26.0,25.0,22.0,23.0,15.0,25.64102564102564,75.0,2018-19
Temecula Valley High,Temecula Valley Unified,Riverside,642.0,215.0,23.0,22.0,22.0,23.0,133.0,33.48909657320872,61.86,2018-19
Temescal Canyon High,Lake Elsinore Unified,Riverside,496.0,63.0,21.0,20.0,20.0,20.0,30.0,12.701612903225806,47.62,2018-19
Temple City High,Temple City Unified,Los Angeles,492.0,90.0,27.0,27.0,27.0,26.0,80.0,18.29268292682927,88.89,2018-19
Templeton High,Templeton Unified,San Luis Obispo,171.0,69.0,24.0,24.0,22.0,23.0,50.0,40.35087719298245,72.46,2018-19
Terra Linda High,San Rafael City High,Marin,300.0,56.0,25.0,24.0,23.0,23.0,39.0,18.666666666666668,69.64,2018-19
Terra Nova High,Jefferson Union High,San Mateo,208.0,23.0,27.0,26.0,25.0,26.0,19.0,11.057692307692307,82.61,2018-19
Tesoro High,Capistrano Unified,Orange,668.0,259.0,26.0,26.0,25.0,25.0,209.0,38.772455089820355,80.69,2018-19
The O'Farrell Charter,San Diego Unified,San Diego,125.0,97.0,19.0,18.0,19.0,20.0,27.0,77.60000000000001,27.84,2018-19
Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,306.0,68.0,16.0,15.0,16.0,16.0,9.0,22.22222222222222,13.24,2018-19
Thomas Downey High,Modesto City High,Stanislaus,479.0,69.0,21.0,20.0,21.0,21.0,31.0,14.40501043841336,44.93,2018-19
Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,116.0,50.0,15.0,14.0,16.0,16.0,1.0,43.103448275862064,2.0,2018-19
Thousand Oaks High,Conejo Valley Unified,Ventura,528.0,119.0,27.0,26.0,26.0,26.0,103.0,22.53787878787879,86.55,2018-19
Tokay High,Lodi Unified,San Joaquin,490.0,92.0,21.0,20.0,22.0,22.0,45.0,18.775510204081634,48.91,2018-19
Torrance High,Torrance Unified,Los Angeles,509.0,105.0,24.0,23.0,23.0,23.0,71.0,20.6286836935167,67.62,2018-19
Torrey Pines High,San Dieguito Union High,San Diego,627.0,355.0,28.0,28.0,28.0,28.0,326.0,56.61881977671451,91.83,2018-19
Trabuco Hills High,Saddleback Valley Unified,Orange,669.0,152.0,26.0,26.0,26.0,25.0,126.0,22.720478325859492,82.89,2018-19
Tracy High,Tracy Joint Unified,San Joaquin,455.0,60.0,24.0,24.0,23.0,23.0,41.0,13.186813186813188,68.33,2018-19
Tranquillity High,Golden Plains Unified,Fresno,120.0,19.0,15.0,14.0,15.0,15.0,0.0,15.833333333333332,0.0,2018-19
Trinity High,Trinity Alps Unified,Trinity,91.0,15.0,24.0,24.0,23.0,23.0,11.0,16.483516483516482,73.33,2018-19
Troy High,Fullerton Joint Union High,Orange,624.0,178.0,30.0,30.0,30.0,29.0,170.0,28.525641025641026,95.51,2018-19
Tulare Union High,Tulare Joint Union High,Tulare,382.0,66.0,21.0,19.0,21.0,20.0,28.0,17.277486910994764,42.42,2018-19
Tulare Western High,Tulare Joint Union High,Tulare,417.0,93.0,20.0,18.0,18.0,19.0,29.0,22.302158273381295,31.18,2018-19
Tulelake High,Tulelake Basin Joint Unified,Modoc,25.0,15.0,18.0,15.0,17.0,18.0,1.0,60.0,6.67,2018-19
Turlock High,Turlock Unified,Stanislaus,543.0,53.0,24.0,22.0,22.0,22.0,36.0,9.760589318600369,67.92,2018-19
Tustin High,Tustin Unified,Orange,577.0,164.0,21.0,18.0,20.0,20.0,70.0,28.422876949740033,42.68,2018-19
UCLA Community K-12,Los Angeles Unified,Los Angeles,91.0,21.0,18.0,16.0,18.0,18.0,4.0,23.076923076923077,19.05,2018-19
Ukiah High,Ukiah Unified,Mendocino,365.0,22.0,25.0,23.0,23.0,22.0,15.0,6.027397260273973,68.18,2018-19
Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,432.0,41.0,21.0,21.0,21.0,21.0,22.0,9.49074074074074,53.66,2018-19
Union Mine High,El Dorado Union High,El Dorado,259.0,48.0,24.0,23.0,22.0,22.0,32.0,18.53281853281853,66.67,2018-19
University City High,San Diego Unified,San Diego,459.0,115.0,27.0,27.0,26.0,26.0,101.0,25.054466230936818,87.83,2018-19
University High,Fresno Unified,Fresno,120.0,86.0,28.0,28.0,25.0,26.0,79.0,71.66666666666667,91.86,2018-19
University High,Irvine Unified,Orange,633.0,233.0,29.0,29.0,29.0,28.0,219.0,36.808846761453395,93.99,2018-19
University High School Charter,Los Angeles Unified,Los Angeles,336.0,58.0,21.0,21.0,20.0,20.0,25.0,17.261904761904763,43.1,2018-19
University Preparatory,Shasta Union High,Shasta,127.0,24.0,28.0,27.0,27.0,27.0,21.0,18.89763779527559,87.5,2018-19
University Preparatory,Victor Valley Union High,San Bernardino,164.0,43.0,22.0,22.0,22.0,21.0,24.0,26.21951219512195,55.81,2018-19
University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,99.0,33.0,27.0,28.0,27.0,27.0,27.0,33.33333333333333,81.82,2018-19
University Preparatory Value High,Los Angeles Unified,Los Angeles,113.0,34.0,18.0,16.0,18.0,18.0,7.0,30.08849557522124,20.59,2018-19
Upland High,Upland Unified,San Bernardino,764.0,62.0,21.0,21.0,21.0,21.0,30.0,8.115183246073299,48.39,2018-19
Upper Lake High,Upper Lake Unified,Lake,74.0,18.0,18.0,16.0,17.0,17.0,4.0,24.324324324324326,22.22,2018-19
Vacaville High,Vacaville Unified,Solano,431.0,58.0,22.0,22.0,22.0,22.0,34.0,13.45707656612529,58.62,2018-19
Valencia High,William S. Hart Union High,Los Angeles,714.0,163.0,25.0,25.0,25.0,24.0,129.0,22.829131652661065,79.14,2018-19
Valencia High,Placentia-Yorba Linda Unified,Orange,663.0,173.0,23.0,22.0,24.0,23.0,95.0,26.09351432880845,54.91,2018-19
Valhalla High,Grossmont Union High,San Diego,565.0,85.0,25.0,24.0,24.0,24.0,67.0,15.04424778761062,78.82,2018-19
Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,262.0,30.0,21.0,20.0,19.0,20.0,10.0,11.450381679389313,33.33,2018-19
Valley Center High,Valley Center-Pauma Unified,San Diego,267.0,50.0,22.0,21.0,21.0,22.0,25.0,18.726591760299627,50.0,2018-19
Valley High,Elk Grove Unified,Sacramento,369.0,70.0,19.0,18.0,19.0,20.0,20.0,18.97018970189702,28.57,2018-19
Valley High,Santa Ana Unified,Orange,466.0,66.0,18.0,17.0,18.0,18.0,14.0,14.163090128755366,21.21,2018-19
Valley International Preparatory High,Los Angeles Unified,Los Angeles,71.0,20.0,26.0,22.0,20.0,22.0,13.0,28.169014084507044,65.0,2018-19
Valley View High,Moreno Valley Unified,Riverside,595.0,36.0,22.0,21.0,21.0,21.0,16.0,6.050420168067227,44.44,2018-19
Valor Academy High,Los Angeles Unified,Los Angeles,122.0,82.0,15.0,15.0,17.0,17.0,8.0,67.21311475409836,9.76,2018-19
Van Nuys Senior High,Los Angeles Unified,Los Angeles,535.0,97.0,26.0,26.0,25.0,25.0,80.0,18.13084112149533,82.47,2018-19
Vanden High,Travis Unified,Solano,367.0,40.0,25.0,23.0,23.0,24.0,28.0,10.899182561307901,70.0,2018-19
Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,157.0,35.0,18.0,17.0,17.0,18.0,7.0,22.29299363057325,20.0,2018-19
Venice Senior High,Los Angeles Unified,Los Angeles,398.0,96.0,23.0,22.0,22.0,22.0,57.0,24.120603015075375,59.38,2018-19
Ventura High,Ventura Unified,Ventura,480.0,88.0,24.0,22.0,22.0,22.0,59.0,18.333333333333332,67.05,2018-19
Venture Academy,San Joaquin County Office of Education,San Joaquin,266.0,22.0,18.0,17.0,17.0,18.0,4.0,8.270676691729323,18.18,2018-19
Victor Valley High,Victor Valley Union High,San Bernardino,425.0,39.0,18.0,17.0,19.0,18.0,8.0,9.176470588235293,20.51,2018-19
Villa Park High,Orange Unified,Orange,584.0,85.0,25.0,26.0,25.0,25.0,70.0,14.554794520547945,82.35,2018-19
Vintage High,Napa Valley Unified,Napa,396.0,59.0,22.0,20.0,21.0,21.0,32.0,14.898989898989898,54.24,2018-19
Vista del Lago High,Folsom-Cordova Unified,Sacramento,441.0,107.0,26.0,27.0,26.0,26.0,93.0,24.263038548752835,86.92,2018-19
Vista del Lago High,Moreno Valley Unified,Riverside,450.0,121.0,18.0,17.0,18.0,18.0,23.0,26.88888888888889,19.01,2018-19
Vista High,Vista Unified,San Diego,545.0,60.0,23.0,21.0,21.0,22.0,31.0,11.009174311926607,51.67,2018-19
Vista Murrieta High,Murrieta Valley Unified,Riverside,884.0,165.0,24.0,22.0,23.0,22.0,111.0,18.665158371040725,67.27,2018-19
Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,168.0,33.0,23.0,23.0,22.0,23.0,22.0,19.642857142857142,66.67,2018-19
Walnut High,Walnut Valley Unified,Los Angeles,666.0,128.0,27.0,27.0,28.0,27.0,111.0,19.21921921921922,86.72,2018-19
Warren (Earl) High,Downey Unified,Los Angeles,845.0,48.0,23.0,23.0,23.0,22.0,32.0,5.680473372781065,66.67,2018-19
Wasco High,Wasco Union High,Kern,391.0,71.0,19.0,18.0,20.0,20.0,24.0,18.15856777493606,33.8,2018-19
Washington (George) High,San Francisco Unified,San Francisco,489.0,94.0,21.0,21.0,22.0,22.0,55.0,19.222903885480573,58.51,2018-19
Washington High,Washington Unified,Fresno,240.0,121.0,16.0,15.0,16.0,16.0,10.0,50.416666666666664,8.26,2018-19
Washington High,Fremont Unified,Alameda,457.0,65.0,28.0,28.0,28.0,27.0,60.0,14.22319474835886,92.31,2018-19
Watsonville High,Pajaro Valley Unified,Santa Cruz,455.0,110.0,17.0,16.0,18.0,18.0,20.0,24.175824175824175,18.18,2018-19
WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,182.0,35.0,18.0,17.0,18.0,18.0,6.0,19.230769230769234,17.14,2018-19
West Campus,Sacramento City Unified,Sacramento,194.0,46.0,25.0,24.0,23.0,23.0,34.0,23.711340206185564,73.91,2018-19
West Covina High,West Covina Unified,Los Angeles,514.0,25.0,24.0,24.0,24.0,23.0,16.0,4.863813229571985,64.0,2018-19
West High,Kern High,Kern,537.0,51.0,20.0,18.0,20.0,20.0,22.0,9.497206703910614,43.14,2018-19
West High,Torrance Unified,Los Angeles,495.0,123.0,25.0,26.0,25.0,25.0,97.0,24.848484848484848,78.86,2018-19
West Hills High,Grossmont Union High,San Diego,421.0,49.0,25.0,24.0,23.0,23.0,38.0,11.63895486935867,77.55,2018-19
West Ranch High,William S. Hart Union High,Los Angeles,655.0,182.0,27.0,27.0,26.0,26.0,156.0,27.78625954198473,85.71,2018-19
West Valley High,Anderson Union High,Shasta,214.0,23.0,24.0,21.0,21.0,23.0,16.0,10.74766355140187,69.57,2018-19
West Valley High,Hemet Unified,Riverside,437.0,72.0,19.0,18.0,18.0,19.0,25.0,16.475972540045767,34.72,2018-19
Western Center Academy,Hemet Unified,Riverside,67.0,21.0,26.0,25.0,23.0,24.0,16.0,31.343283582089555,76.19,2018-19
Western High,Anaheim Union High,Orange,498.0,54.0,19.0,18.0,20.0,20.0,17.0,10.843373493975903,31.48,2018-19
Western Sierra Collegiate Academy,Rocklin Unified,Placer,119.0,32.0,26.0,24.0,21.0,24.0,23.0,26.89075630252101,71.88,2018-19
Westlake High,Conejo Valley Unified,Ventura,547.0,146.0,27.0,28.0,26.0,26.0,126.0,26.691042047531994,86.3,2018-19
Westminster High,Huntington Beach Union High,Orange,628.0,48.0,22.0,21.0,23.0,22.0,30.0,7.643312101910828,62.5,2018-19
Westmont High,Campbell Union High,Santa Clara,354.0,71.0,28.0,28.0,25.0,26.0,60.0,20.056497175141246,84.51,2018-19
Westmoor High,Jefferson Union High,San Mateo,395.0,28.0,24.0,25.0,25.0,24.0,25.0,7.088607594936709,89.29,2018-19
Westview High,Poway Unified,San Diego,596.0,212.0,28.0,29.0,28.0,27.0,193.0,35.57046979865772,91.04,2018-19
Wheatland Union High,Wheatland Union High,Yuba,166.0,18.0,23.0,21.0,21.0,22.0,10.0,10.843373493975903,55.56,2018-19
Whitney (Gretchen) High,ABC Unified,Los Angeles,165.0,55.0,31.0,31.0,30.0,29.0,54.0,33.33333333333333,98.18,2018-19
Whitney High,Rocklin Unified,Placer,458.0,112.0,26.0,25.0,25.0,25.0,98.0,24.45414847161572,87.5,2018-19
Whittier High,Whittier Union High,Los Angeles,432.0,60.0,18.0,18.0,19.0,18.0,16.0,13.88888888888889,26.67,2018-19
Will C. Wood High,Vacaville Unified,Solano,329.0,30.0,24.0,23.0,24.0,23.0,23.0,9.118541033434651,76.67,2018-19
William C. Overfelt High,East Side Union High,Santa Clara,339.0,106.0,17.0,16.0,18.0,18.0,20.0,31.268436578171094,18.87,2018-19
William J. (Pete) Knight High,Antelope Valley Union High,Los Angeles,668.0,52.0,20.0,18.0,19.0,19.0,21.0,7.784431137724551,40.38,2018-19
William S. Hart High,William S. Hart Union High,Los Angeles,540.0,110.0,26.0,25.0,24.0,24.0,91.0,20.37037037037037,82.73,2018-19
Willow Glen High,San Jose Unified,Santa Clara,407.0,55.0,26.0,25.0,24.0,25.0,42.0,13.513513513513514,76.36,2018-19
Wilmer Amina Carter High,Rialto Unified,San Bernardino,583.0,34.0,18.0,18.0,18.0,18.0,10.0,5.831903945111493,29.41,2018-19
Wilson High,Long Beach Unified,Los Angeles,818.0,75.0,24.0,23.0,22.0,22.0,47.0,9.168704156479219,62.67,2018-19
Windsor High,Windsor Unified,Sonoma,394.0,116.0,23.0,22.0,21.0,22.0,70.0,29.441624365482234,60.34,2018-19
Wonderful College Prep Academy,Kern County Office of Education,Kern,128.0,126.0,18.0,18.0,18.0,18.0,35.0,98.4375,27.78,2018-19
Woodbridge High,Irvine Unified,Orange,616.0,174.0,27.0,27.0,27.0,26.0,153.0,28.246753246753247,87.93,2018-19
Woodcreek High,Roseville Joint Union High,Placer,537.0,132.0,25.0,24.0,24.0,25.0,110.0,24.581005586592177,83.33,2018-19
Woodlake High,Woodlake Unified,Tulare,151.0,30.0,18.0,18.0,19.0,18.0,8.0,19.867549668874172,26.67,2018-19
Woodland Senior High,Woodland Joint Unified,Yolo,343.0,59.0,19.0,18.0,18.0,19.0,22.0,17.20116618075802,37.29,2018-19
Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,317.0,68.0,18.0,17.0,17.0,18.0,11.0,21.451104100946374,16.18,2018-19
Woodside High,Sequoia Union High,San Mateo,441.0,106.0,24.0,23.0,23.0,23.0,75.0,24.03628117913832,70.75,2018-19
Ygnacio Valley High,Mt. Diablo Unified,Contra Costa,271.0,18.0,23.0,21.0,22.0,22.0,9.0,6.642066420664207,50.0,2018-19
Yorba Linda High,Placentia-Yorba Linda Unified,Orange,448.0,104.0,25.0,24.0,25.0,24.0,83.0,23.214285714285715,79.81,2018-19
Yosemite High,Yosemite Unified,Madera,135.0,33.0,22.0,21.0,22.0,22.0,19.0,24.444444444444443,57.58,2018-19
Yreka High,Yreka Union High,Siskiyou,138.0,38.0,23.0,20.0,21.0,21.0,20.0,27.536231884057973,52.63,2018-19
Yuba City High,Yuba City Unified,Sutter,394.0,56.0,23.0,21.0,22.0,22.0,35.0,14.213197969543149,62.5,2018-19
Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,628.0,61.0,24.0,22.0,22.0,22.0,40.0,9.713375796178344,65.57,2018-19
